159	32.0	21.0	30.0	38.0	1.472	3.5	0.430042	0.265703	7.05	4.02	[[32, 21], [30, 38]]	[[10], [10]]	[[32, 21], [30, 38]]
160	36.0	20.0	30.0	28.0	0.2273	0.917	17.9832	0.477476	11.28	11.44	[[36], [30]]	[[12], [10]]	[[36], [30]]
161	33.0	19.0	27.0	35.0	1.658	1.363	0.57799	0.569845	14.52	3.81	[[33, 19], [27, 35]]	[[6], [11]]	[[33, 19], [27, 35]]
162	32.0	35.0	30.0	24.0	0.601	3.415	0.945172	0.119422	14.77	6.43	[[35, 32], [24, 30]]	[[10], [10]]	[[35, 32, 32], [24, 30, 30]]
163	34.0	35.0	31.0	41.0	1.1258	0.565	1.02032	8.82236	12.3	6.85	[[35], [41]]	[[11], [13]]	[[35], [41]]
164	32.0	41.0	29.0	40.0	0.683	0.687	0.469857	0.582309	9.88	5.89	[[32, 41], [29, 40]]	[[13], [13]]	[[32, 41], [29, 40]]
165	32.0	29.0	30.0	38.0	0.277	0.559	0.772917	0.677826	7.45	9.65	[[32, 29], [30, 38]]	[[9], [12]]	[[32, 29, 29], [30, 38, 38]]
166	30.0	28.0	29.0	30.0	2.6061	2.343	0.81702	0.257335	6.8	6.7	[[30], [29]]	[[9], [10]]	[[30], [29]]
167	33.0	27.0	30.0	26.0	0.588	0.645	0.901064	10.0376	6.97	8.46	[[27], [26]]	[[9], [8]]	[[27], [26]]
168	35.0	23.0	32.0	39.0	1.666	0.68	0.384152	0.372045	5.74	4.39	[[35, 23], [32, 39]]	[[11, 7], [10, 13]]	[[35, 23], [32, 39]]
169	31.0	29.0	30.0	36.0	4.02	2.793	0.435917	0.756996	5.72	3.4	[[31, 29], [30, 36]]	[[9], [12]]	[[31, 29], [30, 36]]
170	33.0	26.0	31.0	39.0	1.664	0.361	0.357519	1.09191	5.88	5.91	[[33, 26], [31, 39]]	[[8], [13]]	[[33, 26], [31, 39]]
171	31.0	27.0	30.0	29.0	0.251	1.389	1.51656	2.12425	7.8	8.36	[[27], [29]]	[[9], [9]]	[[27], [29]]
172	35.0	35.0	28.0	41.0	0.616	1.493	1.50551	0.798667	11.84	4.69	[[35, 35], [28, 41]]	[[11], [13]]	[[35, 35], [28, 41]]
173	31.0	28.0	30.0	33.0	1.539	0.669	0.249491	1.56772	6.5	7.13	[[28], [33]]	[[9], [11]]	[[28], [33]]
